rank,feature_idx,cohens_d,auroc,fire_rate_tool,fire_rate_nontool,diff,mean_tool,mean_nontool,sign
0,205,9.376283339193545,0.991031875,1.0,0.02925,3.6740787029266357,3.7644333839416504,0.09035471826791763,tool
1,581,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
2,568,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
3,569,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
4,197,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
5,199,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
6,184,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
7,185,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
8,190,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
9,177,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
10,178,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
11,585,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
12,589,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
13,817,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
14,193,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
15,194,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
16,530,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
17,534,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
18,535,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
19,520,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
20,521,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
21,527,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
22,257,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
23,547,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
24,548,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
25,192,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
26,622,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
27,623,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
28,492,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
29,495,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
30,482,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
31,484,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
32,474,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
33,496,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
34,502,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
35,488,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
36,489,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
37,512,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
38,580,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
39,259,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
40,260,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
41,261,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
42,253,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
43,254,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
44,240,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
45,245,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
46,560,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
47,565,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
48,566,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
49,169,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
50,171,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
51,516,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
52,328,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
53,334,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
54,386,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
55,387,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
56,391,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
57,352,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
58,359,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
59,339,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
