rank,feature_idx,cohens_d,auroc,fire_rate_tool,fire_rate_nontool,diff,mean_tool,mean_nontool,sign
87,138,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
88,139,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
89,688,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
90,162,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
91,163,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
92,167,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
93,155,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
94,157,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
95,692,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
96,696,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
97,697,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
98,683,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
99,684,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
100,685,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
101,686,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
102,698,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
103,701,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
104,702,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
105,704,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
106,705,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
107,691,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
108,502,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
109,504,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
110,493,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
111,495,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
112,518,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
113,520,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
114,521,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
115,512,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
116,498,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
117,501,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
118,406,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
119,409,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
120,395,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
121,396,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
122,516,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
123,421,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
124,412,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
125,414,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
126,417,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
127,402,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
128,403,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
129,680,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
130,681,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
131,667,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
132,668,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
133,669,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
134,671,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
135,672,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
136,673,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
137,172,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
138,176,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
139,675,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
140,678,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
141,190,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
142,191,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
143,193,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
144,180,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
145,184,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
146,185,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
147,143,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
148,144,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
149,194,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
150,197,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
151,198,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
152,200,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
153,187,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
154,189,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
155,205,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
156,207,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
157,209,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
158,644,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
159,645,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
160,647,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
161,225,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
162,212,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
163,214,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
164,216,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
165,217,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
166,202,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
167,203,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
168,230,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
169,231,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
170,232,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
171,218,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
172,219,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
173,222,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
174,223,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
175,660,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
176,662,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
177,665,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
178,655,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
179,656,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
180,657,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
181,227,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
182,256,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
183,247,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
184,248,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
185,249,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
186,237,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
187,262,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
188,251,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
189,252,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
190,255,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
191,640,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
192,626,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
193,627,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
194,628,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
