rank,feature_idx,cohens_d,auroc,fire_rate_tool,fire_rate_nontool,diff,mean_tool,mean_nontool,sign
0,142,14.30364995762601,0.998796,1.0,0.02325,6.852346420288086,6.9527716636657715,0.10042526572942734,tool
1,742,0.639123537966551,0.62080378125,1.0,0.42825,1.3074009418487549,3.636532783508301,2.329131841659546,tool
2,699,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
3,700,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
4,162,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
5,148,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
6,588,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
7,589,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
8,590,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
9,596,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
10,597,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
11,606,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
12,595,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
13,306,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
14,618,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
15,666,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
16,680,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
17,682,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
18,669,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
19,670,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
20,293,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
21,144,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
22,333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
23,335,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
24,337,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
25,387,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
26,354,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
27,345,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
28,348,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
29,688,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
30,689,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
31,201,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
32,697,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
33,628,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
34,630,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
35,633,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
36,634,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
37,619,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
38,645,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
39,647,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
40,702,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
41,706,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
42,791,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
43,202,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
44,282,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
45,286,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
46,276,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
47,277,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
48,262,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
49,252,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
50,652,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
51,658,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
52,260,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
53,659,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
54,298,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
55,662,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
56,664,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
57,787,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
58,7,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
59,772,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
60,818,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
61,817,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
62,503,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
63,516,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
64,507,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
65,661,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
66,283,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
67,216,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
68,218,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
69,206,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
70,207,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
71,208,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
72,210,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
73,221,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
74,225,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
75,171,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
76,280,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
77,174,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
78,178,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
79,229,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
80,190,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
81,193,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
82,179,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
83,299,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
84,316,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
85,318,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
86,320,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
87,172,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
88,553,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
89,544,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
90,546,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
91,783,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
92,784,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
93,785,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
94,38,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
95,788,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
96,790,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
97,393,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
98,550,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
99,551,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
100,130,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
101,122,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
102,108,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
103,138,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
104,127,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
105,78,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
106,131,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
107,132,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
108,532,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
109,793,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
110,779,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
111,755,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
112,94,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
113,470,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
114,816,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
115,796,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
116,758,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
117,748,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
118,750,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
119,537,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
120,778,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
121,106,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
122,91,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
123,500,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
124,56,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
125,45,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
126,64,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
127,52,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
128,70,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
129,469,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
130,751,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
131,734,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
132,736,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
133,109,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
134,650,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
135,642,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
136,250,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
137,236,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
138,237,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
139,238,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
140,242,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
141,86,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
142,558,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
143,425,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
144,411,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
145,565,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
146,580,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
147,374,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
148,375,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
149,390,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
150,391,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
151,392,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
152,20,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
153,22,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
154,23,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
155,26,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
156,11,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
157,16,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
158,28,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
159,32,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
160,87,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
161,76,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
162,443,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
163,745,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
164,437,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
165,398,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
166,402,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
167,452,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
168,408,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
169,409,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
170,403,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
171,405,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
172,168,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
173,158,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
174,446,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
175,705,-0.022360679774997883,0.499875,0.0,0.00025,-0.0012551876716315746,0.0,0.0012551876716315746,nontool
176,479,-0.022360679774997883,0.499875,0.0,0.00025,-0.0007567834109067917,0.0,0.0007567834109067917,nontool
177,19,-0.022360679774997883,0.499875,0.0,0.00025,-0.0016250780317932367,0.0,0.0016250780317932367,nontool
178,119,-0.022360679774997883,0.499875,0.0,0.00025,-0.0015265528345480561,0.0,0.0015265528345480561,nontool
179,602,-0.022360679774997887,0.499875,0.0,0.00025,-0.0010542115196585655,0.0,0.0010542115196585655,nontool
